Year,Month,Condition,Age Group,COVID-19 Deaths
2021,7,All other conditions and causes (residual),25-34,87
2021,8,All other conditions and causes (residual),25-34,461
2021,9,All other conditions and causes (residual),25-34,558
2021,10,All other conditions and causes (residual),25-34,377
2021,11,All other conditions and causes (residual),25-34,221
2021,12,All other conditions and causes (residual),25-34,289
2022,1,All other conditions and causes (residual),25-34,496
2022,2,All other conditions and causes (residual),25-34,231
2022,3,All other conditions and causes (residual),25-34,80
2022,4,All other conditions and causes (residual),25-34,52
2022,5,All other conditions and causes (residual),25-34,43
2022,6,All other conditions and causes (residual),25-34,47
2022,7,All other conditions and causes (residual),25-34,67
2022,8,All other conditions and causes (residual),25-34,82
2022,9,All other conditions and causes (residual),25-34,44
2022,10,All other conditions and causes (residual),25-34,41
2022,11,All other conditions and causes (residual),25-34,36
2022,12,All other conditions and causes (residual),25-34,64
2023,1,All other conditions and causes (residual),25-34,47
2023,2,All other conditions and causes (residual),25-34,23
2023,3,All other conditions and causes (residual),25-34,6
2020,1,All other conditions and causes (residual),35-44,0
2020,2,All other conditions and causes (residual),35-44,0
2020,3,All other conditions and causes (residual),35-44,62
2020,4,All other conditions and causes (residual),35-44,319
2020,5,All other conditions and causes (residual),35-44,213
2020,6,All other conditions and causes (residual),35-44,148
2020,7,All other conditions and causes (residual),35-44,315
2020,8,All other conditions and causes (residual),35-44,261
2020,9,All other conditions and causes (residual),35-44,165
2020,10,All other conditions and causes (residual),35-44,180
2020,11,All other conditions and causes (residual),35-44,289
2020,12,All other conditions and causes (residual),35-44,550
2021,1,All other conditions and causes (residual),35-44,666
2021,2,All other conditions and causes (residual),35-44,356
2021,3,All other conditions and causes (residual),35-44,255
2021,4,All other conditions and causes (residual),35-44,253
2021,5,All other conditions and causes (residual),35-44,239
2021,6,All other conditions and causes (residual),35-44,133
2021,7,All other conditions and causes (residual),35-44,244
2021,8,All other conditions and causes (residual),35-44,1067
2021,9,All other conditions and causes (residual),35-44,1415
2021,10,All other conditions and causes (residual),35-44,819
2021,11,All other conditions and causes (residual),35-44,599
2021,12,All other conditions and causes (residual),35-44,784
2022,1,All other conditions and causes (residual),35-44,1032
2022,2,All other conditions and causes (residual),35-44,542
2022,3,All other conditions and causes (residual),35-44,184
2022,4,All other conditions and causes (residual),35-44,74
2022,5,All other conditions and causes (residual),35-44,107
2022,6,All other conditions and causes (residual),35-44,111
2022,7,All other conditions and causes (residual),35-44,161
2022,8,All other conditions and causes (residual),35-44,133
2022,9,All other conditions and causes (residual),35-44,106
2022,10,All other conditions and causes (residual),35-44,72
2022,11,All other conditions and causes (residual),35-44,102
2022,12,All other conditions and causes (residual),35-44,101
2023,1,All other conditions and causes (residual),35-44,105
2023,2,All other conditions and causes (residual),35-44,65
2023,3,All other conditions and causes (residual),35-44,14
2020,1,All other conditions and causes (residual),45-54,1
2020,2,All other conditions and causes (residual),45-54,1
2020,3,All other conditions and causes (residual),45-54,140
2020,4,All other conditions and causes (residual),45-54,933
2020,5,All other conditions and causes (residual),45-54,634
2020,6,All other conditions and causes (residual),45-54,429
2020,7,All other conditions and causes (residual),45-54,731
2020,8,All other conditions and causes (residual),45-54,670
2020,9,All other conditions and causes (residual),45-54,393
2020,10,All other conditions and causes (residual),45-54,418
2020,11,All other conditions and causes (residual),45-54,825
2020,12,All other conditions and causes (residual),45-54,1636
2021,1,All other conditions and causes (residual),45-54,1848
2021,2,All other conditions and causes (residual),45-54,1081
2021,3,All other conditions and causes (residual),45-54,667
2021,4,All other conditions and causes (residual),45-54,673
2021,5,All other conditions and causes (residual),45-54,604
2021,6,All other conditions and causes (residual),45-54,344
2021,7,All other conditions and causes (residual),45-54,499
2021,8,All other conditions and causes (residual),45-54,2196
2021,9,All other conditions and causes (residual),45-54,2919
2021,10,All other conditions and causes (residual),45-54,1912
2021,11,All other conditions and causes (residual),45-54,1202
2021,12,All other conditions and causes (residual),45-54,1594
2022,1,All other conditions and causes (residual),45-54,2407
2022,2,All other conditions and causes (residual),45-54,1260
2022,3,All other conditions and causes (residual),45-54,411
2022,4,All other conditions and causes (residual),45-54,168
2022,5,All other conditions and causes (residual),45-54,177
2022,6,All other conditions and causes (residual),45-54,188
2022,7,All other conditions and causes (residual),45-54,287
2022,8,All other conditions and causes (residual),45-54,308
2022,9,All other conditions and causes (residual),45-54,225
2022,10,All other conditions and causes (residual),45-54,176
2022,11,All other conditions and causes (residual),45-54,159
2022,12,All other conditions and causes (residual),45-54,233
2023,1,All other conditions and causes (residual),45-54,194
2023,2,All other conditions and causes (residual),45-54,132
2023,3,All other conditions and causes (residual),45-54,55
2020,1,All other conditions and causes (residual),55-64,0
2020,2,All other conditions and causes (residual),55-64,0
2020,3,All other conditions and causes (residual),55-64,294
2020,4,All other conditions and causes (residual),55-64,2400
2020,5,All other conditions and causes (residual),55-64,1652
2020,6,All other conditions and causes (residual),55-64,922
2020,7,All other conditions and causes (residual),55-64,1692
2020,8,All other conditions and causes (residual),55-64,1607
2020,9,All other conditions and causes (residual),55-64,1024
2020,10,All other conditions and causes (residual),55-64,1196
2020,11,All other conditions and causes (residual),55-64,2298
2020,12,All other conditions and causes (residual),55-64,4340
2021,1,All other conditions and causes (residual),55-64,5269
2021,2,All other conditions and causes (residual),55-64,2858
2021,3,All other conditions and causes (residual),55-64,1675
2021,4,All other conditions and causes (residual),55-64,1469
2021,5,All other conditions and causes (residual),55-64,1362
2021,6,All other conditions and causes (residual),55-64,735
2021,7,All other conditions and causes (residual),55-64,891
2021,8,All other conditions and causes (residual),55-64,3633
2021,9,All other conditions and causes (residual),55-64,5298
2021,10,All other conditions and causes (residual),55-64,3710
2021,11,All other conditions and causes (residual),55-64,2461
2021,12,All other conditions and causes (residual),55-64,3542
2022,1,All other conditions and causes (residual),55-64,5570
2022,2,All other conditions and causes (residual),55-64,3503
2022,3,All other conditions and causes (residual),55-64,1184
2022,4,All other conditions and causes (residual),55-64,431
2022,5,All other conditions and causes (residual),55-64,440
2022,6,All other conditions and causes (residual),55-64,539
2022,7,All other conditions and causes (residual),55-64,686
2022,8,All other conditions and causes (residual),55-64,764
2022,9,All other conditions and causes (residual),55-64,600
2022,10,All other conditions and causes (residual),55-64,477
2022,11,All other conditions and causes (residual),55-64,471
2022,12,All other conditions and causes (residual),55-64,646
2023,1,All other conditions and causes (residual),55-64,659
2023,2,All other conditions and causes (residual),55-64,407
2023,3,All other conditions and causes (residual),55-64,147
2020,1,All other conditions and causes (residual),65-74,0
2020,2,All other conditions and causes (residual),65-74,1
2020,3,All other conditions and causes (residual),65-74,464
2020,4,All other conditions and causes (residual),65-74,4333
2020,5,All other conditions and causes (residual),65-74,3021
2020,6,All other conditions and causes (residual),65-74,1553
2020,7,All other conditions and causes (residual),65-74,2767
2020,8,All other conditions and causes (residual),65-74,2789
2020,9,All other conditions and causes (residual),65-74,1841
2020,10,All other conditions and causes (residual),65-74,2361
2020,11,All other conditions and causes (residual),65-74,4773
2020,12,All other conditions and causes (residual),65-74,8433
2021,1,All other conditions and causes (residual),65-74,9966
